"id","date","observerId","startWorkTimestamp","stopWorkTimestamp","operationCodes","operationCodesThirdParty","unitNumber","functionPerformed","region","whatWasFound","whatWasPerformed","engineHours","hoursWorked","shopOperationCodes"
"41727959","2024-06-06 04:24:13","65fda11e1a7f7d919d0070a8","2024-06-05 21:00:00","2024-06-05 23:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC17049","Field","North Permian",NULL,"Unit went down on cat panel shut down. Drove to location and found it was due to detonation. Restarted unit and loaded per nova procedure. Verified detonation was at a minimum. Monitored unit. ",50916,"2",NULL
"41727946","2024-06-06 04:21:28","6511e657a07ada0058eee951","2024-06-06 01:30:00","2024-06-06 04:58:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"N73688","Field","South Texas","Loose battery connection ","The Unit had a loose connection on the positive lead on one of the batteries sonic was tightened and the Unit was started and is running fine",30811,"3.47",NULL
"41725863","2024-06-06 01:58:32","6543d393a15c120042d16c23","2024-06-05 21:00:00","2024-06-06 01:58:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"N90182","Field","South Permian",NULL,"Checked over unit and checked all wires made sure nothing was shorting out found the clamp on turbo was loose o tightened up and brought the temp down left unit running ",79754,"4.97",NULL
"41725876","2024-06-06 02:00:01","621d02f4b1acc9410c52a304","2024-06-04 20:30:00","2024-06-05 13:30:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90011","Field","Pecos","rust in amount. troubleshoot and found start solenoid not letting air through. new one ordered","installed new starter and tested. pulled amount valve and cleaned. replaced amount valve.
bypassed valve and started unit.",49691,"17",NULL
"41727837","2024-06-06 04:15:10","6543d393a15c120042d16c23","2024-06-05 20:04:00","2024-06-06 01:45:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90033","Field","South Permian",NULL,"Drove down to the university 23 and checked on unit. It had gone down on high engine oil temp and was told to wash the cooler out as well. I shut unit down and locked it out and checked the cooler and it was terrible. I got inside and started cleaning it out. The top 2 sections I had to go over several times for how caked the dirt and bugs were on it and the bottom 2 sections were as bad but went over a few times to make sure it was good. Once it was all done I shut the door to the cooler and started unit up and monitored the oil and coolant temps. Once they got up to temps the oil temp was hitting 201 and the coolant was 198. I started checking the coolant valves to make sure they were good and I checked the oil temp sensor and harness to make sure they were good as well and they were. continued to monitor the temps and noticed that they would drop down when the coolant temp would get high enough and the thermostats would open. After a few minutes the temps would rise and drop back down. The oil temp was not getting over 205 and the coolant temps were still lower than the oil but no more than 5 degrees. Notified the customer on what it was doing and that I had cleaned the cooler and it had helped a lot that it was cleaned. Drove back to the pdogg and dropped the wash trailer off.",99504,"5.69",NULL
"41727758","2024-06-06 04:05:53","6543d393a15c120042d16c23","2024-06-05 14:51:00","2024-06-05 20:06:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC15097","Field","South Permian",NULL,"Got to the pdogg station and picked up the wash trailer and took it to the sugg station to fill up with water. Went back to the pdogg and shut unit down , locked it out and cleaned out the cooler while Mario assisted and watched the door and made sure if anyone came to let them know I was in the cooler washing it out. Once that was cleaned we started unit back up and the coolant temps still got up to 215 degrees. We shut the unit down and started checking around the coolant pipes and found the butterfly valve on to the main water pump was closed. We opened it up and checked to see if any more valves were not correct and found none. Started unit back up and monitored the unit and the coolant stayed around 198 ",55891,"5.24",NULL
"41727712","2024-06-06 03:59:28","621d02f5b1acc9410c52a31a","2024-06-05 13:00:00","2024-06-06 01:11:00",NULL,"2102 - Third Party - Call-out Repair/Maintenance (Non-scheduled)",NULL,"Field","Midcon",NULL,"Checked the ignition, fuel, and ignition systems. They were all working properly. Took off the reed valve housing to check the reed valves. One of the Reed valves was broken and rest of them were worn out. Ordered a new set of reed valves and springs. Went to pick up the parts, came back and replaced them. Started up the unit and started with the PM. Checked all kills, checked dump controllers and dump valves, checked for leaks, checked ignition and fuel systems, read all gauges-verified that all readings were within parameters, set and record fuel pressure, check fuel injection system, check and adjust lube pumps, checked the governor. Drained the scavenger chambers, distance pieces, fuel tanks and compressor pulsation bottles, cleaned the air filters, replaced the spark plugs, inspected compressor valves and pressure packing, inspect all hoses, tightened up the belts, inspected all relief valves, cleaned & inspected all engine and compressor air breathers, greased all bearings. One of the pipe nipples that are in between the water pump and the coolant reservoir was leaking. The coolant was dark in color. Drained out the coolant. Replaced two pipe nipples and a pipe coupling. Filled up the cooling system with water. There was also a cooler tube that was leaking. Looked for the leaking cooler tube and plugged it. Cleaned and power washed the unit.  Started up the unit and got it back online.  Monitored the unit for 30 minutes.",69873,"12.2",NULL
"41727704","2024-06-06 03:58:27","621d02f4b1acc9410c52a2e6","2024-06-06 00:30:00","2024-06-06 03:57:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"N90184","Field","East Texas",NULL,"Rebuilt two discharge valves on cylinder 3",41199,"3.46",NULL
"41727328","2024-06-06 03:23:53","621d02f4b1acc9410c52a310","2024-06-05 20:17:00","2024-06-06 03:23:00","2001 - Corrective Maintenance (Scheduled)",NULL,"N72511","Field","East Texas",NULL,"Went to location and pulled pocket off to rebuild, met bob at location with new seal kit for pocket and got it rebuilt and then started and loaded unit and unit would not carry load, checked compression, changed spark plugs checked timing checked turbo and made sure unit was not flooding out, finally got unit to carry load. ",65,"7.11",NULL
"41727249","2024-06-06 03:17:40","643ef71b9a47f22e66c81778","2024-06-04 22:00:00","2024-06-05 00:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC20706","Field","North Permian",NULL,"See attachment ",23358,"2",NULL
"41727010","2024-06-06 02:55:43","647deb3a9e5f9e1716839134","2024-06-05 12:21:00","2024-06-05 22:55:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"216","Field","East Texas",NULL,"Assisted Kevin with pm first we dropped truck off at dealer the went performed pm the drove him home 2 hours away",8813,"10.56",NULL
"41726275","2024-06-06 02:36:11","621d02f4b1acc9410c52a304","2024-06-05 13:30:00","2024-06-05 22:30:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90009","Field","Pecos","possible bad channel","troubleshoot temp spik. started unit and watched temp climb shut down and checked compression. checked wire connections in the panel. got k wire from Adam and bypassed the harness strait to the board in the panel. still no change. verified actual temp reading from temp probe and compaired to the reading in the control panel. 20 degree difference. will find out how to access panel and make adjustments",134318,"9",NULL
"41725909","2024-06-06 02:03:45","66461d6760ebff002554ebcc","2024-06-05 23:00:00","2024-06-06 00:30:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"N15035","Field","North Permian","Driver speed S/D","Restart of unit.",17083,"1.5",NULL
"41725832","2024-06-06 01:56:28","663bd9433fb69500254ba256","2024-06-05 12:00:00","2024-06-06 00:00:00","2001 - Corrective Maintenance (Scheduled)",NULL,"HC90009","Field","Pecos","Some wiring issues , probe replaced , compression checked on # 5 , check shutdown point in panel ","Trouble shooter panel for cylinder temps",NULL,"12",NULL
"41727367","2024-06-06 03:27:11","621d02f4b1acc9410c52a303","2024-06-05 14:49:00","2024-06-06 03:27:00","3003 - Major Maintenance - Top End",NULL,"N90188","Field","Carlsbad",NULL,"Hyperion A1 upd
New heads, pistons, liners, turbos and belts are installed. We have put all coolant in engine that we had from the A1 tank in the engine. We have ordered more but in the meantime we will top the unit off from the A2 tank. We will do a couple checks in the am them fill the unit with oil. We have the belt guards to finish installing and run the valve rack then we should be ready to crank the unit. We are looking to have all completed by mid morning.",NULL,"12.63",NULL
"41727168","2024-06-06 03:08:43","643ef71b9a47f22e66c81778","2024-06-04 12:00:00","2024-06-04 22:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC18039","Field","North Permian",NULL,"See attachment ",NULL,"10",NULL
"41725698","2024-06-06 01:48:34","6466345f6e67dd66cd2b5309","2024-06-05 21:30:00","2024-06-06 01:48:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90176","Field","South Permian",NULL,"Call out. Unit down on engine oil temperature. Start and load unit. Noticed engine coolant temperature climbing above normal even with 107 degree temperature. Checked cooler and look clean. Checked belts and were normal. Checked coolant levels and were normal. Connected cat et . Made timing adjustments and no luck. Tried leaning out engine and no luck. Checked air cleaner and flow and checked out ok. Monitored unit. Ambient temperature dropped. Ordering new thermostats ",21452,"4.31",NULL
"41725673","2024-06-06 01:46:16","63b44b10651be716f4938155","2024-06-05 18:00:00","2024-06-06 00:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90028","Field","Carlsbad",NULL,"Got ok from customer to shut down for work. Shut down and loto then bled off. New fuel line hose was too short. Pulled starter gas hose and installed new hose and tee'd it off for a prelude solenoid. Put unit bol with operator. Ran tubing line fron solenoid to prelude pump. Picked up tools and went on a unit down call ",105108,"6",NULL
"41725644","2024-06-06 01:43:57","621d02f4b1acc9410c52a304","2024-06-04 18:00:00","2024-06-04 20:30:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90023","Field","Pecos","rod ends wore out","installed rod ends on AFR linkage and reconnected",85193,"2.5",NULL
"41725465","2024-06-06 01:34:30","621d02f4b1acc9410c52a304","2024-06-04 14:30:00","2024-06-04 18:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC80004","Field","Pecos","lube pump loose and air in lube system","purged out lube system",33349,"3.5",NULL
"41725454","2024-06-06 01:33:54","657b25a94bd47edc78221b56","2024-06-05 12:58:00","2024-06-06 01:33:00",NULL,NULL,NULL,"Administrative",NULL,NULL,NULL,0,"12.6",NULL
"41725444","2024-06-06 01:32:48","621d02f4b1acc9410c52a2eb","2024-06-05 11:30:00","2024-06-06 01:00:00","2000 - Routine Maintenance (Scheduled)",NULL,"81002","Field","South Texas","Found a bad ignition box had to run down parts and replaced unit starts right up and Apache will load unit tomorrow ","Pm unit run valves check compression change oil and filters check levels and check compressor bolts on distance peice and cylinders wash unit ",40485,"13.51",NULL
"41725414","2024-06-06 01:29:58","6466345f6e67dd66cd2b5309","2024-06-05 17:51:00","2024-06-05 21:29:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC4026","Field","South Permian",NULL,"Drove to unit to replace after cooler. Shut and locked out unit. Drained coolant. Removed fuel system , and coolant piping, removed water outlets from after coolers. Removed top cover and after cooler. Cleaned all surfaces and installed new gaskets. Installed after cooler and had issues installing the water outlets on each end of the housing due to after cooler being a slight wider. . Installed coolant piping, fuel system, added coolant, checked for leaks, start and load unit. Engine now taking any load with no issues. Monitored unit. Put unit back online ",85323,"3.63",NULL
"41725403","2024-06-06 01:29:35","6261bf8bcc9aad72ad3e6c14","2024-06-05 22:32:00","2024-06-06 01:29:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90176","Field","South Permian",NULL,"Troubleshoot unit due to it was running hot jacket water and oil temp monitor unit with other lead on site ",21452,"2.95",NULL
"41725164","2024-06-06 01:16:46","62589899b6d35f00298f51eb","2024-06-05 20:00:00","2024-06-05 23:26:00","2001 - Corrective Maintenance (Scheduled)",NULL,"HC17049","Field","North Permian",NULL,"Tune unit ",50911,"3.43",NULL
"41725143","2024-06-06 01:15:18","6543d393a15c120042d16c23","2024-06-05 15:53:00","2024-06-06 01:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90016","Field","Midcon","3rd stage valves bad","Shut down unit after checking valve temps. Pull 1st stage polish rod and cross hatch. Put back together and torque. Pull all valves. 3rd stage valves were stuck. 3rd stage suc valve bad. Trash in 3rd stage dc. Clean out the dc and try to kit the suction. Valves have no numbers. Tried a few kits I had and then went to graybill trust parts stash to check if there was a valve there I could use. Order parts and go meet sherry in camargo. Come back and replace valve. Everything seems to be running good now but it's hard to see if the rate actually change because the well died. Only 20 psi of gas to use. Monitor flow rate but we'll never kicked. Unit went back down right after I left. Turn around d, go back and wash cooler",80473,"9.11",NULL
"41725085","2024-06-06 01:10:58","62589899b6d35f00298f51eb","2024-06-05 15:13:00","2024-06-05 20:00:00","2001 - Corrective Maintenance (Scheduled)",NULL,"HC17047","Field","North Permian",NULL,"Tuned unit ",52907,"4.78",NULL
"41725061","2024-06-06 01:09:22","621d02f4b1acc9410c52a304","2024-06-03 22:00:00","2024-06-04 00:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90149","Field","Pecos","Pocket clearance was to far out.","adjusted load by closing pocket clearance.",23069,"2",NULL
"41724996","2024-06-06 01:05:47","6349743f4ec5e26805f57cd9","2024-05-31 12:00:00","2024-05-31 18:00:00",NULL,NULL,NULL,"Paid Time Off (PTO)","East Texas",NULL,NULL,0,"6",NULL
"41724983","2024-06-06 01:04:32","6349743f4ec5e26805f57cd9","2024-06-03 12:00:00","2024-06-03 20:00:00",NULL,NULL,NULL,"Paid Time Off (PTO)","East Texas",NULL,NULL,0,"8",NULL
"41724909","2024-06-06 01:00:06","621d02f4b1acc9410c52a304","2024-06-03 12:01:00","2024-06-03 22:00:00","2001 - Corrective Maintenance (Scheduled)",NULL,"HC90009","Field","Pecos","fuel pressure set at 55","troubleshoot adjust fuel to get swing out and bring down cylinder temps",134281,"9.98",NULL
"41662352","2024-06-04 20:57:56","6627e154bc2c1500259ea983","2024-06-04 14:59:00","2024-06-04 20:57:00","2000 - Routine Maintenance (Scheduled)",NULL,"N73027","Field","Midcon",NULL,"PM unit",39949,"5.97",NULL
"41725136","2024-06-06 01:14:50","6261bf8bcc9aad72ad3e6c14","2024-06-05 12:00:00","2024-06-06 00:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"N90128","Field","North Permian",NULL,"Found broken piston cylinder 1 and removed it , got it ready to put new one. Waiting on parts",NULL,"12",NULL
"41725045","2024-06-06 01:08:28","62f28749a16b490034de6a2d","2024-06-05 11:30:00","2024-06-06 01:00:00","2001 - Corrective Maintenance (Scheduled)",NULL,"81002","Field","South Texas",NULL,"Drove to location to pm unit. Had to wait for the lightning to stop before we could start the pm. Assisted with the pm. Washed unit. When we went to start the unit it wouldn’t fire. Checked all
Wiring and and connections for the ignition system. Diagnosed the ignition box was bad. Had to go meet mason to get a new box. Replaced ignition box. Started the unit and it ran fine. ",40485,"13.51",NULL
"41724838","2024-06-06 00:55:00","64be9293d251fd0a92ec5882","2024-06-05 19:28:00","2024-06-06 00:35:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC15048","Field","Pecos","Bad valves and metal trash in the valves ","Pulled valves ",41965,"5.13",NULL
"41724675","2024-06-06 00:44:18","65cd0900b9bfe5002be1e2f9","2024-06-05 12:00:00","2024-06-06 00:44:00",NULL,NULL,NULL,"Administrative",NULL,NULL,NULL,0,"12.74",NULL
"41724650","2024-06-06 00:42:25","6297af63e88ab90022324f24","2024-06-05 23:30:00","2024-06-06 00:42:00",NULL,NULL,NULL,"Administrative",NULL,NULL,NULL,0,"1.19",NULL
"41724540","2024-06-06 00:40:32","640b5fd5ee88ef1fd69a0543","2024-06-05 12:45:00","2024-06-06 00:40:00",NULL,NULL,NULL,"Administrative",NULL,NULL,NULL,0,"11.91",NULL
"41724211","2024-06-06 00:22:45","64ac0c5eb99adf6c5d9e09a8","2024-06-05 20:03:00","2024-06-06 00:22:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC11280","Field","Midcon","Bad water pump and bad exhaust manifold ","Drive to location and found coolant wasn’t in the radiator. Filled it up and started it and it was white smoking. Shut unit down and pulled manifold back and found number 2 hole was cracked on the manifold and it was leaking water and then pulled the dip stick and found coolant in the oil and pulled inspection door and found the water pump dripping. Ordered parts and will come fix it in the morning ",74231,"4.31",NULL
"41724121","2024-06-06 00:18:51","621d02f3b1acc9410c52a2bc","2024-06-05 12:12:00","2024-06-06 00:18:00","2001 - Corrective Maintenance (Scheduled)",NULL,"N11385","Field","Midcon","Na","Drain fluids. Pull engine. Transfer parts from old engine to new engine. Swing on new engine. Check alignment. Fill with fluids. Start unit. Warm up. Check timing. Put online. Normal operation ",61310,"12.11",NULL
"41723969","2024-06-06 00:12:29","62accd1c33a91b3ce662516a","2024-06-05 13:00:00","2024-06-06 00:12:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90166","Field","South Permian","Bad turbo ","Drove to location, set head gasket, set head and head bolts torqued, tightened up manifold bolts, set rocker arm assembly, ran valve lash, went ahead and checked turbo and noticed that it was not spinning so that told me that when the head dropped the valve it sent pieces of the valve through the manifold to to turbo damaging it , went ahead and made a parts request for a new turbo, started to disassemble the turbo had hard time taking the bolts out due to the rust and heat coming from the exhaust, eventually got them taken out , led unit down till we get new turbo in.",20868,"11.2",NULL
"41723966","2024-06-06 00:12:25","6627e154bc2c1500259ea983","2024-06-05 20:03:00","2024-06-06 00:12:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"N15010","Field","Midcon",NULL,"Check over unit ",48083,"4.14",NULL
"41723747","2024-06-06 00:02:21","621d02f4b1acc9410c52a30f","2024-06-05 16:30:00","2024-06-05 20:40:00","2000 - Routine Maintenance (Scheduled)",NULL,"8348","Field","Midcon",NULL,"Drove to unit. Checked dumps and kills then set up. Shut and blew unit down. Ran over head. Changed engine oil and filter. Cleaned air filter. Checked compressor oil level and condition. Finished unit down inspection/tasks. Washed unit. Purged unit and started. Sped unit and loaded then monitored. Drove to unit called in for no start but pumper got started right before arriving. Looked over. Drove home. ",28429,"4.18",NULL
"41723640","2024-06-05 23:57:35","6537d6bfccf8ba0013d69364","2024-06-05 22:00:00","2024-06-05 23:45:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC15098","Field","South Permian",NULL,"Unit down on detonation poured 3 caps of marvel into cylinder to help with exhaust temp then hanged #5 spark plug. Set on TDC and checked valve lash. All checked out good",55528,"1.75",NULL
"41723529","2024-06-05 23:53:05","656f34a46ed70a002cef548f","2024-06-05 12:34:00","2024-06-05 23:40:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90166","Field","South Permian",NULL,"Installed new head but while inspecting turbo we noticed it was not spinning so we removed the turbo cartridge and it had been damaged by a valve that got sucked in the exhaust. Checked the turbo housing and it also had a crack so we removed it and ordered new turbo. ",20868,"11.11",NULL
"41723517","2024-06-05 23:52:09","651d805225a7cc0042f5b9e2","2024-06-05 14:39:00","2024-06-05 23:52:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"81010","Field","East Texas","Defective o-ring in between cylinder and distance piece.","Drove to location and filled out JSA. Shut unit down and locked out. Diagnosed problem. Used crane to remove 1st stage cylinder and change O-ring. Reinstalled cylinder and verified leak was fixed. Started unit.",2939,"9.21",NULL
"41723466","2024-06-05 23:49:29","621d02f4b1acc9410c52a30f","2024-06-05 15:30:00","2024-06-05 16:30:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"RC0702","Field","Midcon",NULL,"Drove to unit. Shut unit and let cool. Checked level and noticed was full. Checked wiring and noticed terminal block loose in panel. Washed radiator. Purged unit and started. Sped unit and loaded. ",25843,"1",NULL
"41723362","2024-06-05 23:44:41","66461d6760ebff002554ebcc","2024-06-05 11:00:00","2024-06-05 23:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"N224503","Field","North Permian",NULL,"Troubleshooting temperature probe issue.",10324,"12",NULL
"41724766","2024-06-06 00:50:19","62589899b6d35f00298f51eb","2024-06-05 11:52:00","2024-06-05 14:00:00","2001 - Corrective Maintenance (Scheduled)",NULL,"HC20706","Field","North Permian",NULL,"Went to unit, installed test tube 
Shut unit down 
Replaced nox sensor. 
Started and loaded unit. 
Hooked up analyzer. 
Sloped sensor. 
Monitored unit.",23379,"2.13",NULL
"41724654","2024-06-06 00:42:49","62589899b6d35f00298f51eb","2024-06-05 09:00:00","2024-06-05 11:52:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90029","Field","North Permian","Unit down in cyl 9 temp ","Went to location, blew down unit 
Started and loaded unit 
Monitored unit. 
Left location ",20559,"2.87",NULL
"41674738","2024-06-05 08:17:02","621d02f5b1acc9410c52a315","2024-06-04 12:00:00","2024-06-05 01:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"N90188","Field","Carlsbad",NULL,"Pulled 2 heads and liners. Install liners. Put pistons and rod assembly together. Put on turbos. Started L bank piston insertion",NULL,"13",NULL
"41724437","2024-06-06 00:34:02","66030c4e9faa12001b18e156","2024-06-05 20:30:00","2024-06-06 00:30:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"N90186","Field","Pecos","Bad first stage discharge valve","Pulled valves, checked for damaged valves",NULL,"4",NULL
"41724349","2024-06-06 00:30:10","641874a667c4531ea151849a","2024-06-05 18:00:00","2024-06-06 00:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"N224501","Field","North Permian",NULL,"Covered calls and monitored field. Directed team as well. Unit is down per customer ",NULL,"6",NULL
"41723252","2024-06-05 23:40:02","621d02f4b1acc9410c52a30f","2024-06-05 11:57:00","2024-06-05 15:30:00","2000 - Routine Maintenance (Scheduled)",NULL,"N9005","Field","Midcon",NULL,"Refueled truck then drove to unit. Checked dumps and kills then set up. Ran over head. Changed engine oil. Cleaned air filter. Checked compressor oil level. Finished unit down inspection/tasks. Drove to get parts. Replaced both oil filters. Washed unit. Purged unit and started. Sped unit and loaded. ",23845,"3.55",NULL
